age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
46;management;1;tertiary;0;273;1;0;cellular;18;mar;910;2;184;4;success;1
54;retired;1;secondary;0;1139;1;0;cellular;14;may;155;1;177;7;failure;0
54;blue-collar;1;secondary;0;0;0;0;telephone;16;apr;1366;1;150;1;failure;0
29;management;0;tertiary;0;1026;0;0;cellular;12;nov;226;1;92;1;other;1
22;student;0;primary;0;3472;0;0;cellular;20;oct;332;1;183;3;failure;1
49;blue-collar;1;primary;0;474;1;1;telephone;9;feb;152;3;221;1;failure;0
46;entrepreneur;0;tertiary;0;1410;1;0;cellular;19;nov;93;1;189;8;failure;0
41;admin.;2;secondary;0;6046;1;1;telephone;15;mar;300;6;182;2;success;1
36;admin.;0;tertiary;0;980;0;0;cellular;11;nov;118;4;104;7;failure;0
77;retired;1;primary;0;680;0;0;telephone;24;feb;513;2;89;7;failure;0
35;technician;1;secondary;0;-259;1;0;cellular;29;jan;381;1;247;2;failure;0
34;technician;0;secondary;0;105;1;0;cellular;7;may;146;2;171;3;failure;0
45;blue-collar;1;secondary;0;2926;1;1;cellular;19;nov;482;3;120;2;failure;0
28;blue-collar;1;primary;0;60;1;0;cellular;6;may;161;1;337;1;failure;0
32;admin.;0;tertiary;0;1583;1;0;cellular;19;nov;100;1;182;1;failure;0
28;blue-collar;0;secondary;0;1065;1;1;cellular;17;apr;406;1;317;1;failure;0
51;unemployed;1;secondary;0;-13;1;0;cellular;13;may;361;1;364;1;failure;0
31;blue-collar;0;secondary;0;609;1;0;cellular;14;apr;1126;1;335;1;failure;0
40;management;0;tertiary;0;0;1;0;cellular;23;feb;228;2;182;6;failure;1
51;blue-collar;1;primary;0;42;1;0;cellular;12;may;51;2;342;3;failure;0
59;management;1;primary;0;1727;0;0;telephone;25;may;500;4;358;2;failure;1
30;management;1;tertiary;0;1942;1;1;cellular;21;nov;436;2;178;3;other;1
59;technician;1;primary;0;4198;0;0;cellular;14;jan;309;1;91;10;success;1
52;blue-collar;1;primary;0;230;1;0;cellular;6;may;198;2;170;2;failure;0
48;technician;1;secondary;0;568;1;0;cellular;2;sep;378;2;386;1;success;1
41;housemaid;2;primary;0;22;1;0;cellular;18;nov;238;3;126;4;other;0
47;technician;1;secondary;0;1167;1;0;cellular;30;apr;968;1;87;5;failure;1
38;management;0;tertiary;0;35;1;0;cellular;17;apr;156;1;273;3;failure;0
80;retired;1;secondary;0;8304;0;0;telephone;6;apr;681;1;118;11;success;0
69;retired;1;tertiary;0;473;0;0;cellular;7;jul;112;1;78;1;failure;0
26;management;0;tertiary;0;592;0;0;telephone;29;jan;145;2;164;1;other;0
58;management;1;tertiary;0;9339;1;0;telephone;18;nov;52;3;172;3;other;0
38;self-employed;2;tertiary;0;1513;0;0;cellular;7;may;330;1;342;1;failure;0
24;student;0;secondary;0;508;1;0;telephone;18;may;12;3;374;1;other;0
48;unemployed;1;secondary;0;817;0;0;cellular;14;jan;517;1;282;4;success;1
41;technician;2;secondary;0;348;1;0;cellular;7;may;225;2;275;2;failure;0
35;housemaid;1;tertiary;0;1265;1;0;cellular;15;may;326;5;179;4;failure;1
37;management;1;tertiary;0;4089;1;0;cellular;2;feb;289;2;174;4;other;1
51;blue-collar;2;primary;0;602;1;0;cellular;11;may;347;1;284;2;failure;0
33;services;1;secondary;0;386;0;0;cellular;12;nov;253;1;92;4;failure;1
47;technician;1;secondary;0;826;1;0;telephone;18;nov;195;3;112;8;other;0
28;blue-collar;0;secondary;0;-46;1;0;cellular;1;sep;199;1;92;14;success;1
32;blue-collar;0;secondary;0;33;1;0;cellular;18;may;125;1;368;4;failure;0
40;services;1;secondary;0;1438;1;0;cellular;6;may;207;1;351;2;failure;0
46;admin.;0;secondary;0;1693;1;0;cellular;25;jan;137;1;97;1;success;0
54;management;2;tertiary;0;26306;1;0;cellular;11;feb;27;1;84;3;failure;0
34;management;1;tertiary;0;3301;1;0;cellular;17;jun;485;2;227;4;failure;1
24;student;0;secondary;0;822;0;0;cellular;27;oct;184;1;91;2;failure;1
33;blue-collar;1;secondary;0;139;1;1;cellular;18;may;732;2;291;5;failure;1
46;management;0;tertiary;0;46;0;1;cellular;17;nov;80;1;152;1;failure;0
34;admin.;0;secondary;0;10;0;1;cellular;18;nov;162;1;173;3;failure;0
49;unemployed;2;tertiary;0;780;0;0;cellular;8;nov;148;1;871;2;failure;0
37;management;1;tertiary;0;238;0;0;cellular;3;feb;185;1;92;1;success;1
36;management;0;tertiary;0;1531;1;0;cellular;8;may;81;3;170;1;failure;0
58;retired;1;secondary;0;502;1;0;cellular;12;may;197;2;370;3;failure;0
55;admin.;1;secondary;0;0;0;0;cellular;23;sep;180;2;238;3;success;0
34;management;0;tertiary;0;171;1;0;cellular;7;may;191;1;294;1;failure;0
38;technician;1;secondary;0;1931;0;0;cellular;2;jun;167;1;298;10;other;0
34;entrepreneur;1;secondary;0;2;1;1;cellular;5;may;184;1;167;6;failure;0
48;technician;1;secondary;0;197;0;1;cellular;3;feb;47;2;222;3;other;0
28;technician;0;secondary;0;769;1;0;cellular;15;may;153;1;371;2;failure;0
36;technician;1;tertiary;0;6;1;0;cellular;27;jan;100;1;435;1;failure;0
53;admin.;1;secondary;0;225;1;0;cellular;20;apr;304;1;340;1;failure;0
38;admin.;0;secondary;0;883;1;0;cellular;12;may;95;1;327;9;other;0
30;management;1;tertiary;0;102;1;0;cellular;5;apr;470;7;426;3;other;1
33;admin.;0;tertiary;0;490;1;0;cellular;7;may;31;1;363;2;failure;0
26;services;0;secondary;0;512;1;1;cellular;30;jan;206;5;239;3;failure;0
36;services;0;secondary;0;417;1;0;cellular;6;feb;15;10;207;3;failure;0
33;admin.;2;secondary;0;661;1;0;cellular;18;nov;411;1;173;2;other;0
43;services;0;secondary;0;3403;1;0;cellular;12;nov;707;2;97;2;success;1
42;blue-collar;2;secondary;0;1491;1;0;cellular;6;may;203;2;334;2;failure;0
32;technician;0;secondary;0;6402;1;0;cellular;6;may;158;1;167;1;success;0
30;management;1;tertiary;0;877;0;0;cellular;13;aug;202;1;83;5;failure;0
40;technician;1;secondary;0;0;1;1;cellular;26;jul;105;2;172;1;failure;0
26;student;0;secondary;0;203;0;0;cellular;16;nov;104;1;196;1;failure;0
52;technician;1;secondary;0;1818;0;1;cellular;17;nov;189;2;111;4;failure;0
42;unemployed;1;secondary;0;1289;0;0;cellular;15;jul;250;4;415;2;failure;1
73;retired;1;primary;0;796;0;0;cellular;23;oct;427;1;182;2;failure;1
51;technician;1;secondary;0;117;0;0;cellular;24;aug;467;2;88;4;other;1
39;management;1;tertiary;0;691;1;1;cellular;16;apr;517;1;255;1;failure;0
35;management;1;secondary;0;724;1;0;cellular;14;jul;287;2;415;1;failure;1
30;blue-collar;1;secondary;0;-28;1;0;cellular;18;may;284;2;371;1;failure;0
46;blue-collar;1;primary;0;665;0;0;cellular;30;jan;89;4;235;2;failure;0
36;management;1;tertiary;0;925;0;0;cellular;14;dec;321;3;189;4;success;1
26;blue-collar;0;primary;0;155;1;0;cellular;29;jan;291;1;244;4;failure;0
22;student;0;secondary;0;2488;0;0;cellular;8;nov;449;2;38;10;other;1
32;management;1;tertiary;0;1667;1;0;cellular;18;nov;164;2;179;3;failure;0
50;admin.;2;secondary;0;769;0;0;cellular;28;jul;72;2;363;4;failure;0
35;blue-collar;1;secondary;0;1257;1;0;cellular;20;apr;93;3;329;7;failure;0
56;entrepreneur;2;primary;0;29;0;0;cellular;29;jan;52;2;227;1;failure;0
44;technician;2;secondary;0;14;0;0;cellular;13;nov;167;1;92;1;success;1
31;management;1;tertiary;0;4148;1;0;cellular;21;nov;316;3;99;9;other;1
49;unemployed;1;tertiary;0;377;0;0;cellular;22;may;158;1;59;2;failure;0
34;admin.;2;secondary;0;479;1;0;cellular;12;may;515;1;350;5;failure;1
44;blue-collar;1;secondary;0;1071;1;0;cellular;11;may;143;3;357;1;failure;0
55;admin.;1;secondary;0;865;1;0;cellular;17;apr;85;1;151;1;failure;0
52;technician;1;tertiary;0;2557;0;0;cellular;28;jan;134;5;204;2;success;1
32;technician;1;secondary;0;4;0;0;cellular;4;feb;145;2;260;4;failure;0
36;blue-collar;0;primary;0;367;0;0;cellular;2;feb;217;1;221;1;failure;0
36;admin.;1;secondary;0;725;1;0;cellular;27;feb;123;3;99;8;failure;0
45;blue-collar;1;secondary;0;776;1;0;cellular;6;feb;232;4;253;1;failure;0
28;technician;0;secondary;0;1453;1;0;cellular;12;may;246;1;343;1;other;0
27;admin.;0;tertiary;0;3672;1;0;cellular;15;may;157;2;351;5;failure;0
45;blue-collar;0;secondary;0;0;1;0;cellular;26;apr;1472;1;192;4;failure;1
36;management;1;tertiary;0;1133;1;0;cellular;4;aug;293;1;181;2;other;1
59;admin.;1;secondary;0;92;1;0;cellular;12;may;139;2;350;1;failure;0
27;student;0;tertiary;0;3733;1;0;cellular;22;may;198;1;98;6;success;1
46;admin.;1;secondary;0;0;1;1;cellular;20;apr;239;2;259;2;failure;0
35;self-employed;1;tertiary;0;560;1;0;cellular;2;apr;58;1;136;1;failure;0
29;management;0;tertiary;0;437;0;0;cellular;5;aug;504;1;92;1;success;1
74;retired;1;secondary;0;935;0;0;cellular;26;jan;100;1;104;1;other;0
57;blue-collar;1;secondary;0;1521;1;1;cellular;18;may;102;2;178;5;failure;0
34;management;1;tertiary;0;1310;0;0;telephone;30;jan;521;3;158;7;other;0
55;management;2;tertiary;0;9756;1;0;cellular;5;jun;103;2;95;1;other;1
37;blue-collar;1;primary;0;403;1;0;cellular;8;may;318;2;338;1;success;0
45;technician;2;secondary;0;809;1;0;cellular;13;may;155;2;363;4;failure;0
33;management;1;tertiary;0;287;1;0;cellular;15;may;199;2;274;3;other;0
47;technician;2;tertiary;0;477;1;0;telephone;7;may;973;1;366;1;failure;0
32;technician;0;secondary;0;230;1;0;cellular;18;may;442;1;266;8;failure;1
60;admin.;1;secondary;0;-396;1;0;cellular;11;may;443;1;350;1;failure;0
34;management;1;tertiary;0;1657;1;0;cellular;18;may;566;2;356;4;failure;0
39;technician;1;secondary;0;994;0;0;cellular;5;feb;221;1;241;1;failure;0
34;blue-collar;1;secondary;0;1221;1;0;cellular;6;may;182;1;90;8;failure;0
42;blue-collar;1;secondary;0;2157;1;0;cellular;13;may;149;1;364;2;failure;0
37;management;1;primary;0;22856;0;0;cellular;2;jul;154;1;388;1;failure;0
35;technician;0;secondary;0;5731;1;0;cellular;4;may;164;2;167;4;other;0
56;admin.;1;secondary;0;1270;1;0;cellular;17;nov;80;2;165;2;other;0
41;admin.;0;secondary;0;748;0;0;telephone;21;nov;94;7;130;3;other;0
57;entrepreneur;2;secondary;1;25;1;0;cellular;11;may;652;1;370;4;other;0
26;admin.;0;secondary;0;96;1;0;cellular;13;may;612;2;348;3;other;0
39;management;1;tertiary;0;763;1;0;cellular;11;may;877;7;300;2;other;1
36;management;1;tertiary;0;1582;0;0;telephone;3;feb;26;2;197;1;failure;0
43;blue-collar;1;secondary;0;699;1;1;cellular;20;nov;1258;2;122;2;other;1
47;blue-collar;1;primary;0;881;1;0;cellular;14;may;143;1;370;2;failure;0
38;technician;1;secondary;0;6728;0;0;cellular;25;nov;232;1;96;4;success;1
40;self-employed;1;secondary;0;167;1;1;cellular;8;may;380;4;295;1;failure;0
32;technician;0;tertiary;0;1625;0;0;cellular;22;may;796;1;109;1;failure;1
23;blue-collar;0;primary;0;8627;1;0;cellular;15;may;169;1;346;1;failure;0
31;management;0;tertiary;0;2590;0;0;cellular;23;sep;103;2;484;2;other;0
61;housemaid;1;primary;0;848;0;0;cellular;27;apr;605;1;187;1;other;0
43;management;1;secondary;0;481;1;0;telephone;18;nov;164;1;110;2;other;0
32;management;0;tertiary;0;697;0;0;cellular;7;aug;119;1;99;3;failure;0
39;management;1;tertiary;0;894;1;0;cellular;20;apr;491;1;326;1;other;0
37;blue-collar;1;primary;0;655;1;0;cellular;5;feb;127;2;258;4;failure;0
56;retired;2;primary;0;694;0;0;cellular;29;jan;144;1;102;1;other;1
41;technician;0;tertiary;0;1646;1;0;cellular;4;feb;261;1;184;6;success;1
29;admin.;0;tertiary;0;14;0;0;cellular;29;sep;87;1;120;1;failure;0
39;admin.;1;secondary;0;260;1;0;cellular;17;apr;146;1;281;1;failure;0
49;blue-collar;1;secondary;0;2039;1;0;cellular;6;may;451;1;169;2;failure;1
46;blue-collar;1;primary;0;147;1;0;cellular;6;may;116;2;169;3;failure;0
36;technician;1;secondary;0;55;1;0;cellular;13;may;38;2;369;4;failure;0
35;management;1;tertiary;0;552;1;1;cellular;19;nov;314;2;124;1;failure;0
32;blue-collar;1;secondary;0;1787;1;0;cellular;12;may;87;4;357;4;failure;0
31;management;0;tertiary;0;12569;0;0;cellular;9;sep;344;1;295;1;failure;1
46;blue-collar;1;secondary;0;4855;1;0;cellular;10;aug;1529;1;397;1;failure;0
47;technician;1;tertiary;0;2408;0;0;cellular;12;aug;236;1;104;1;success;0
37;blue-collar;1;secondary;0;346;1;0;cellular;17;apr;390;1;316;1;failure;0
38;entrepreneur;1;tertiary;0;1514;0;1;cellular;21;nov;160;3;120;3;failure;0
38;entrepreneur;0;secondary;0;2543;0;0;cellular;10;aug;223;1;414;4;failure;1
56;blue-collar;1;primary;0;828;1;0;cellular;14;may;214;1;349;1;failure;0
47;housemaid;1;secondary;0;3940;1;0;cellular;9;nov;171;2;96;5;success;0
37;admin.;1;secondary;0;7;1;0;cellular;27;may;224;7;105;1;other;0
60;admin.;1;secondary;0;3735;0;0;cellular;22;dec;190;1;188;9;success;1
44;blue-collar;1;secondary;0;508;1;0;cellular;20;apr;222;1;154;1;failure;0
43;blue-collar;1;primary;0;60;0;0;cellular;8;may;487;2;367;2;other;0
37;blue-collar;1;secondary;0;342;1;0;cellular;12;may;340;2;175;1;failure;0
36;blue-collar;0;tertiary;0;1830;0;0;cellular;14;oct;183;1;91;11;failure;0
38;management;0;tertiary;0;16957;1;0;telephone;29;jan;208;1;247;2;failure;0
40;management;1;tertiary;0;0;0;0;cellular;10;nov;147;1;96;8;success;1
50;technician;2;secondary;0;-54;1;1;cellular;13;may;698;2;292;1;failure;1
55;unemployed;1;tertiary;0;4809;1;0;cellular;21;nov;223;2;186;3;other;0
34;admin.;1;secondary;0;2374;1;0;cellular;9;nov;161;1;209;2;failure;1
32;admin.;0;secondary;0;92;1;0;cellular;18;may;110;1;315;2;failure;0
40;blue-collar;1;primary;0;1397;1;0;telephone;12;may;58;2;334;1;failure;0
35;services;0;secondary;0;414;1;0;cellular;20;apr;11;5;319;2;other;0
38;technician;1;secondary;0;4030;1;0;cellular;19;nov;75;2;177;5;failure;0
52;admin.;1;secondary;0;0;0;0;cellular;22;apr;91;2;275;1;failure;0
43;management;0;tertiary;0;1696;1;0;cellular;26;aug;257;1;474;3;failure;1
34;blue-collar;1;secondary;0;856;1;0;cellular;20;apr;470;1;150;5;other;0
34;technician;0;secondary;0;347;1;0;cellular;6;feb;154;2;197;6;failure;0
31;technician;0;secondary;0;2544;0;0;cellular;15;jul;252;1;184;3;success;1
46;management;1;tertiary;0;523;1;0;cellular;6;may;105;4;366;2;failure;0
56;retired;1;secondary;0;3948;0;0;cellular;3;apr;484;1;135;3;failure;0
66;retired;1;primary;0;747;0;0;telephone;28;jan;203;3;93;1;failure;0
39;self-employed;1;tertiary;0;585;1;0;cellular;18;nov;48;1;181;3;failure;0
28;technician;1;secondary;0;232;1;1;cellular;29;jan;72;1;261;1;failure;0
53;self-employed;1;tertiary;0;451;1;0;cellular;2;feb;125;1;249;2;failure;0
32;admin.;0;secondary;0;678;1;0;cellular;4;feb;1579;1;246;4;failure;1
45;technician;2;secondary;0;976;1;0;cellular;17;apr;183;1;338;2;failure;0
36;admin.;0;secondary;0;1927;1;0;cellular;18;nov;288;1;137;1;other;0
75;blue-collar;1;secondary;0;6053;0;0;cellular;11;feb;865;2;190;1;failure;0
35;admin.;1;secondary;0;725;1;0;cellular;20;nov;219;7;133;1;failure;0
50;entrepreneur;1;secondary;0;806;1;1;cellular;7;may;141;8;297;2;other;0
55;management;2;tertiary;0;481;1;0;telephone;8;may;147;2;298;3;failure;0
28;admin.;0;secondary;0;4745;0;0;telephone;12;may;360;1;181;5;success;1
33;blue-collar;1;secondary;0;331;1;0;cellular;14;may;178;7;365;5;other;0
79;retired;1;primary;0;8556;0;0;telephone;18;jan;326;2;272;2;success;1
77;retired;1;primary;0;680;0;0;telephone;27;nov;341;4;94;3;failure;0
29;admin.;1;secondary;0;22171;1;0;cellular;18;may;44;1;355;3;failure;0
56;management;1;tertiary;0;856;1;1;cellular;4;feb;70;4;7;7;other;0
32;blue-collar;0;secondary;0;53;1;0;cellular;18;nov;276;1;195;1;failure;0
43;blue-collar;1;primary;0;2519;1;0;cellular;16;apr;257;2;146;9;other;0
52;blue-collar;1;secondary;0;2087;1;0;cellular;31;aug;267;1;474;1;failure;1
27;management;0;tertiary;0;390;0;0;cellular;28;oct;190;1;82;1;success;0
54;technician;1;tertiary;0;876;0;0;cellular;27;oct;269;3;541;3;success;1
36;management;1;tertiary;0;495;0;0;cellular;12;mar;213;3;182;6;success;1
45;admin.;1;primary;0;542;0;0;cellular;11;may;8;5;350;3;other;0
35;management;1;tertiary;0;24;1;0;cellular;8;apr;169;1;231;2;failure;0
45;blue-collar;1;secondary;0;192;1;0;cellular;13;may;154;5;176;1;other;0
35;blue-collar;1;secondary;0;262;0;0;cellular;2;jul;96;2;109;4;success;0
44;services;0;secondary;0;5045;1;0;cellular;21;nov;20;6;175;15;other;0
59;entrepreneur;1;primary;0;0;0;0;telephone;19;nov;207;2;153;1;failure;0
33;technician;0;secondary;0;1279;1;0;cellular;18;may;239;2;349;3;success;0
30;admin.;0;secondary;0;127;1;0;cellular;18;may;16;6;368;1;other;0
32;technician;2;secondary;0;202;1;0;cellular;4;feb;429;1;201;1;failure;0
28;self-employed;0;tertiary;0;442;0;0;cellular;19;jun;474;3;95;3;other;1
27;technician;0;tertiary;0;808;1;0;cellular;15;may;578;1;364;1;other;0
38;management;0;tertiary;0;427;1;0;cellular;6;may;17;3;169;2;failure;0
60;services;1;tertiary;0;4256;1;0;cellular;16;aug;239;3;761;1;other;1
52;services;2;secondary;0;238;1;0;cellular;6;may;101;1;362;5;other;0
64;retired;1;tertiary;0;846;0;0;cellular;11;feb;671;1;181;3;failure;1
35;self-employed;1;tertiary;0;980;0;0;cellular;2;aug;428;2;336;6;failure;0
33;admin.;1;tertiary;0;79;1;0;cellular;22;oct;249;2;335;2;failure;1
25;management;0;tertiary;0;808;0;0;cellular;18;sep;267;2;114;2;failure;1
31;management;1;tertiary;0;22546;1;0;cellular;14;may;8;6;267;4;failure;0
29;blue-collar;1;secondary;0;228;1;0;cellular;11;may;12;8;342;9;failure;0
40;services;1;secondary;0;-378;1;1;cellular;13;may;541;1;295;6;failure;0
55;admin.;1;secondary;0;865;1;0;cellular;27;oct;96;1;111;3;failure;0
31;admin.;1;secondary;0;389;1;0;cellular;7;dec;69;1;185;2;failure;0
34;entrepreneur;1;secondary;0;1847;1;0;cellular;9;apr;543;3;321;6;failure;0
57;services;2;secondary;0;4664;0;0;cellular;21;nov;22;4;114;1;failure;0
31;student;0;tertiary;0;64;0;0;cellular;15;sep;208;1;105;2;success;0
49;unemployed;1;tertiary;0;-471;1;0;cellular;20;nov;77;3;185;7;failure;0
33;blue-collar;1;secondary;0;26;1;0;cellular;17;apr;342;3;332;1;other;0
33;blue-collar;0;secondary;0;142;1;0;cellular;14;may;123;1;360;3;other;0
38;unknown;0;tertiary;0;0;0;0;cellular;11;sep;260;3;95;3;success;1
46;services;1;secondary;0;4;0;0;cellular;30;apr;268;1;261;5;other;1
40;management;2;tertiary;0;502;1;0;cellular;3;feb;267;4;270;3;other;0
38;management;0;tertiary;0;8669;1;0;telephone;20;apr;5;3;150;6;failure;0
45;admin.;1;secondary;0;72;1;1;cellular;15;may;262;2;352;2;failure;0
60;admin.;1;secondary;0;2552;0;1;cellular;30;jan;255;2;2;4;other;0
40;self-employed;1;primary;0;2077;1;0;cellular;13;may;363;1;173;24;other;0
41;blue-collar;1;primary;0;7735;1;0;cellular;20;nov;220;1;190;1;failure;0
58;management;1;secondary;0;139;0;0;cellular;27;may;188;1;161;2;other;0
29;management;0;tertiary;0;21;1;0;cellular;14;may;107;4;371;3;failure;0
34;admin.;1;secondary;0;5320;0;0;cellular;3;mar;114;6;467;5;other;0
38;services;1;secondary;0;8876;0;0;cellular;2;feb;280;1;75;1;failure;0
34;blue-collar;1;secondary;0;360;1;0;telephone;19;nov;46;1;182;2;failure;0
52;admin.;1;secondary;0;199;0;0;cellular;28;jan;978;2;189;1;other;0
46;blue-collar;1;primary;0;1291;1;0;cellular;14;may;142;3;259;17;failure;0
40;unemployed;1;secondary;0;0;1;0;cellular;19;nov;332;1;183;1;failure;0
40;management;1;tertiary;0;7780;0;0;telephone;4;may;364;1;355;1;other;0
30;management;1;secondary;0;-559;1;1;cellular;7;may;98;1;167;2;failure;0
36;management;0;tertiary;0;-679;1;1;cellular;7;may;172;1;93;1;failure;0
58;services;2;secondary;0;462;0;0;cellular;13;nov;495;1;93;1;success;1
32;management;2;tertiary;0;883;1;0;cellular;10;dec;798;1;185;5;other;1
39;self-employed;1;secondary;0;31;1;0;cellular;20;nov;61;2;181;4;failure;0
54;technician;1;secondary;0;0;0;0;telephone;14;aug;159;2;106;6;success;0
32;management;0;tertiary;0;347;1;0;cellular;18;may;213;1;264;6;failure;0
31;technician;1;secondary;0;0;1;1;cellular;28;jan;71;1;223;9;other;0
33;services;2;secondary;0;2411;1;0;cellular;23;oct;130;1;161;1;failure;1
46;management;2;tertiary;0;225;1;0;cellular;14;may;201;1;345;1;other;0
50;management;1;tertiary;0;112;1;0;cellular;4;nov;70;5;85;5;other;0
47;admin.;0;secondary;0;1544;1;0;cellular;6;apr;104;1;312;1;failure;0
39;technician;1;secondary;0;6;1;0;cellular;18;may;122;3;357;4;failure;0
39;admin.;1;secondary;0;-650;0;0;cellular;15;may;123;2;364;1;failure;0
50;management;1;tertiary;0;78;1;0;cellular;14;jan;218;3;161;9;other;0
34;housemaid;1;tertiary;0;0;0;0;cellular;26;may;141;1;188;1;failure;0
31;management;1;tertiary;0;1384;1;0;cellular;30;jan;203;2;2;3;other;0
46;blue-collar;1;secondary;0;-1400;1;0;telephone;6;may;309;3;355;4;failure;0
43;blue-collar;1;secondary;0;2160;0;0;cellular;8;sep;261;1;98;1;success;1
27;technician;0;secondary;0;842;0;0;cellular;30;jul;273;1;91;1;other;0
42;blue-collar;0;primary;0;1628;1;0;cellular;5;feb;119;1;195;8;success;0
70;retired;1;secondary;0;1164;0;0;telephone;14;may;338;3;185;2;failure;0
50;management;2;tertiary;0;356;0;0;cellular;8;may;198;2;358;5;other;0
50;self-employed;1;tertiary;0;202;1;0;cellular;15;apr;107;1;148;4;failure;0
34;technician;1;secondary;0;114;1;1;cellular;4;jun;153;1;309;3;other;0
36;technician;1;tertiary;0;629;1;1;cellular;29;dec;109;1;246;1;failure;0
27;student;0;secondary;0;268;1;0;cellular;13;may;528;1;358;2;failure;0
58;admin.;0;secondary;0;2223;0;0;cellular;4;dec;1139;2;114;1;success;0
30;management;0;tertiary;0;2;0;0;cellular;16;jun;102;1;85;1;failure;0
26;services;0;secondary;0;1347;0;0;telephone;18;jun;280;6;92;5;other;1
26;services;0;secondary;0;5533;1;0;cellular;7;may;582;2;283;4;failure;0
42;admin.;0;secondary;0;30;1;0;cellular;4;feb;98;1;266;3;failure;0
39;management;0;tertiary;0;0;1;0;cellular;12;may;561;4;369;3;failure;0
43;management;2;tertiary;0;497;0;0;cellular;13;may;66;1;363;22;failure;0
30;admin.;0;tertiary;0;305;0;0;cellular;30;apr;633;1;85;2;success;1
29;technician;1;tertiary;0;858;1;0;cellular;12;jun;234;7;330;1;failure;0
80;housemaid;1;primary;0;0;0;0;cellular;23;feb;639;1;189;1;failure;1
31;management;1;tertiary;0;1331;0;0;cellular;30;apr;297;1;86;3;success;1
57;admin.;2;primary;0;179;1;0;cellular;15;may;67;1;368;2;failure;0
51;management;1;tertiary;0;5108;1;0;cellular;8;oct;272;1;102;8;other;0
42;blue-collar;1;primary;0;-97;1;0;cellular;3;feb;216;4;271;5;failure;0
43;management;1;tertiary;0;489;1;0;cellular;8;may;130;1;172;2;other;0
34;self-employed;1;tertiary;0;263;0;0;cellular;4;may;203;1;78;8;other;0
35;management;2;tertiary;0;434;1;0;cellular;11;may;277;1;271;2;success;0
37;housemaid;2;secondary;0;1040;1;0;cellular;13;may;199;1;173;2;failure;0
52;retired;1;secondary;0;424;0;0;cellular;19;nov;143;1;154;3;failure;0
42;admin.;0;secondary;0;-247;1;1;telephone;21;oct;519;1;166;1;other;1
50;management;1;tertiary;0;-470;1;0;cellular;19;nov;130;2;160;1;failure;0
39;technician;1;secondary;0;116;0;0;cellular;24;aug;79;2;94;2;success;0
33;blue-collar;0;secondary;0;3975;1;1;cellular;17;apr;515;1;150;1;other;0
42;services;1;secondary;0;96;1;0;cellular;5;may;238;3;340;2;failure;0
55;technician;2;secondary;0;3450;0;0;cellular;10;feb;169;1;183;1;failure;1
46;management;0;tertiary;0;334;1;0;telephone;4;may;36;6;90;2;other;0
41;management;2;tertiary;0;3355;0;0;cellular;14;oct;181;2;500;1;failure;0
30;technician;0;tertiary;0;2325;0;0;cellular;5;apr;270;3;241;4;other;0
31;blue-collar;1;secondary;0;1664;1;0;cellular;20;apr;158;1;182;1;success;0
31;management;1;tertiary;0;623;1;0;cellular;13;may;96;2;349;5;failure;0
32;admin.;1;secondary;0;3540;1;0;cellular;18;may;213;1;178;1;failure;0
53;services;2;secondary;0;765;1;0;cellular;14;may;959;3;174;7;other;1
34;management;0;tertiary;0;8038;1;0;cellular;20;apr;29;3;152;1;failure;0
36;self-employed;1;secondary;0;189;1;0;cellular;19;nov;136;1;120;1;failure;0
29;housemaid;0;tertiary;0;19;0;0;cellular;5;feb;110;2;64;2;success;1
50;unknown;1;primary;0;341;1;1;cellular;20;apr;670;4;340;2;success;1
39;admin.;1;secondary;0;607;1;0;cellular;12;may;454;2;364;3;failure;1
26;management;0;tertiary;0;1274;1;0;cellular;1;jun;190;1;84;1;failure;0
51;blue-collar;1;primary;0;377;1;0;telephone;3;feb;143;4;272;1;failure;0
26;admin.;0;secondary;0;802;0;0;cellular;30;jan;77;1;2;2;other;0
36;management;2;tertiary;0;649;0;0;cellular;16;jul;237;2;91;1;failure;0
26;student;0;tertiary;0;294;0;0;cellular;5;mar;87;1;91;2;success;1
57;admin.;1;secondary;0;169;0;0;cellular;14;aug;180;1;106;2;failure;0
36;self-employed;1;tertiary;0;506;0;0;cellular;25;aug;47;1;120;1;failure;0
47;management;0;tertiary;0;4402;0;0;telephone;10;dec;805;1;190;1;other;1
31;services;2;primary;0;459;1;0;cellular;7;may;623;1;293;1;success;1
36;blue-collar;1;primary;0;1177;0;0;cellular;15;apr;330;1;311;4;success;1
48;blue-collar;1;secondary;0;1143;1;0;cellular;17;apr;264;1;317;1;failure;0
57;retired;1;primary;0;-464;1;0;cellular;4;feb;75;1;190;6;failure;0
51;retired;2;secondary;0;1679;0;0;cellular;12;aug;417;1;365;9;other;1
47;admin.;1;secondary;0;3676;0;0;cellular;18;oct;567;1;95;3;success;1
25;management;1;tertiary;0;-242;1;1;cellular;18;may;600;4;332;4;other;1
45;services;0;secondary;0;1757;1;0;cellular;20;apr;1010;3;326;1;other;0
50;technician;0;secondary;0;246;1;0;cellular;17;nov;270;1;123;2;failure;0
44;blue-collar;1;primary;0;887;1;0;cellular;12;may;165;2;363;1;failure;0
50;self-employed;1;secondary;0;2061;1;1;cellular;29;jan;197;2;244;3;failure;0
